gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class,uuid,admission,staff_teacher,enquiry_course,enquiry_type,enquiry_month,qualification,college,name,Jan fee,Feb fee,Mar fee,Apr fee,May fee,Jun fee,jan_late,feb_late,mar_late,apr_late,may_late,jun_late,Average Fee Delay,Jul predicted date,10th_grade,12th_grade,graduation,first_eval_aptitude,first_eval_programming,first_eval_comm,first_eval,second_eval_aptitude,second_eval_programming,second_eval_comm,second_eval,third_eval_aptitude,third_eval_programming,third_eval_comm,third_eval,fourth_eval_aptitude,fourth_eval_programming,fourth_eval_comm,fourth_eval,total_eval_aptitude,total_eval_programming,total_eval_comm,total_eval,dropped
M,KW,KuwaIT,lowerlevel,G-04,A,English,S,Father,59,97,42,70,Yes,Good,Under-7,H,9c88a670-31ab-4eec-999d-f5f326fdc899,Admission,Ashita,Android,Email,Mar-2020,B.Tech-IT,DAV College,Divya,09-01-2020,13-02-2020,08-03-2020,20-04-2020,17-05-2020,10-06-2020,-1,3,-2,10,7,0,3 days 00:00:00.000000000,13-07-2020,74.05,78.28,6.8,4.0,4.0,4.0,12.0,4.0,5.5,4.0,13.5,5.5,4.5,5.0,15.0,5.5,5.0,5.5,16.0,4.75,4.75,4.625,14.125,No
F,KW,USA,HighSchool,G-11,A,Quran,F,Mum,60,80,50,40,No,Bad,Under-7,M,9d035820-4c22-4461-a6d3-f7decbc25041,Admission,Vandana,PHP,Email,Feb-2020,Diploma in ECE,Goswami Ganesh Dutta Sanatan Dharma College,Kala,16-01-2020,13-02-2020,09-03-2020,22-04-2020,11-05-2020,08-06-2020,6,3,-1,12,1,-2,3 days 00:00:00.000000000,13-07-2020,74.6,77.27,9.8,5.0,4.5,5.5,15.0,4.5,5.5,4.5,14.5,4.5,4.0,5.0,13.5,5.5,4.5,4.5,14.5,4.875,4.625,4.875,14.375,No
F,KW,KuwaIT,MiddleSchool,G-07,A,Math,F,Father,12,21,16,50,Yes,Good,Under-7,M,9dff1bb3-2059-4c05-89eb-1deb90e530e9,Enquiry,,Python,Social Media,Jun-2020,M.Tech-ECE,Chitkara University,Manjika,23-01-2020,10-02-2020,08-03-2020,12-04-2020,13-05-2020,15-06-2020,13,0,-2,2,3,5,4 days 00:00:00.000000000,14-07-2020,86.77,85.19,9.7,4.5,3.5,4.0,12.0,4.0,5.0,5.5,14.5,5.5,5.5,4.5,15.5,5.0,5.5,5.0,15.5,4.75,4.875,4.75,14.375,No
F,KW,KuwaIT,MiddleSchool,G-06,A,Science,S,Father,80,94,62,77,Yes,Good,Under-7,H,9f6264f0-b08e-48ff-89c5-1b864870353e,Enquiry,,Angular,Web Enquiry,Jun-2020,M.Tech-ECE,Bhaddal group of Institutes,Bala,23-01-2020,18-02-2020,17-03-2020,15-04-2020,13-05-2020,13-06-2020,13,8,7,5,3,3,6 days 00:00:00.000000000,16-07-2020,68.66,84.34,5.9,5.5,5.0,3.5,14.0,4.0,5.5,4.0,13.5,4.5,5.5,5.5,15.5,4.5,5.5,5.0,15.0,4.625,5.375,4.5,14.5,No
F,KW,KuwaIT,MiddleSchool,G-07,A,IT,F,Mum,69,15,36,96,Yes,Good,Under-7,M,9f9235a3-457d-4827-84ad-8d8d0eb510f3,Enquiry,,Digital,College,Apr-2020,Diploma in ECE,DAV College,Madhavi,25-01-2020,12-02-2020,26-03-2020,12-04-2020,16-05-2020,06-06-2020,15,2,16,2,6,-4,6 days 00:00:00.000000000,16-07-2020,72.84,66.4,7.3,4.0,4.5,5.0,13.5,5.0,5.0,4.5,14.5,5.0,5.0,4.0,14.0,5.5,4.5,5.0,15.0,4.875,4.75,4.625,14.25,No
M,KW,KuwaIT,MiddleSchool,G-08,C,Spanish,S,Father,17,61,42,14,No,Bad,Under-7,M,9f9ef1c7-8c30-4892-8546-0caabc05c328,Admission,Ashita,Angular,Phone,Apr-2020,MCA,Rayat & Bahra University,Amit,12-01-2020,19-02-2020,07-03-2020,11-04-2020,15-05-2020,22-06-2020,2,9,-3,1,5,12,4 days 00:00:00.000000000,14-07-2020,91.06,68.91,9.1,4.5,5.0,5.0,14.5,4.0,5.0,5.0,14.0,5.0,5.5,4.0,14.5,5.0,5.0,5.0,15.0,4.625,5.125,4.75,14.5,No
M,Jordan,Jordan,lowerlevel,G-02,A,French,F,Father,10,15,10,21,No,Bad,Above-7,L,a0132f3d-3d19-4693-a89a-1bea793f9fa3,Admission,Sandeep,PHP,Phone,Feb-2020,B.Tech-ECE,Goswami Ganesh Dutta Sanatan Dharma College,Ananda,12-01-2020,19-02-2020,26-03-2020,21-04-2020,17-05-2020,15-06-2020,2,9,16,11,7,5,8 days 00:00:00.000000000,18-07-2020,68.24,85.49,6.5,5.0,4.5,4.5,14.0,4.5,4.5,4.5,13.5,4.5,4.0,4.0,12.5,4.5,5.0,5.5,15.0,4.625,4.5,4.625,13.75,No
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,S,Father,35,2,29,23,No,Bad,Above-7,L,a0d724bc-3006-4c0b-aabc-404dae8ed5a5,Enquiry,,Android,Phone,Feb-2020,Diploma in ECE,Guru Gobind Singh College for Women,Deva,25-01-2020,13-02-2020,09-03-2020,22-04-2020,10-05-2020,17-06-2020,15,3,-1,12,0,7,6 days 00:00:00.000000000,16-07-2020,76.72,78.73,7.2,4.5,5.0,5.0,14.5,5.5,4.0,5.5,15.0,4.5,4.0,4.5,13.0,5.5,5.0,4.5,15.0,5.0,4.5,4.875,14.375,No
M,Iraq,Iraq,MiddleSchool,G-06,A,English,S,Mum,74,60,56,37,No,Good,Under-7,H,a17f1da3-1e83-490f-96e4-10f8e1cbf27b,Admission,Jaswinder,PHP,College,May-2020,MCA,"Chandigarh University, Gharuan",Keshavan,13-01-2020,12-02-2020,24-03-2020,22-04-2020,10-05-2020,16-06-2020,3,2,14,12,0,6,6 days 00:00:00.000000000,16-07-2020,94.64,76.82,8.6,4.5,4.0,5.0,13.5,4.0,4.5,4.0,12.5,4.0,5.0,4.5,13.5,5.0,5.0,5.5,15.5,4.375,4.625,4.75,13.75,No
F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Father,15,9,14,80,No,Bad,Above-7,L,a33f276f-8687-46d9-b4ee-c16431f9306b,Admission,Vaishali Thakur,Angular,Social Media,Apr-2020,BCA,Indo Global Colleges,Kadrivel,20-01-2020,12-02-2020,09-03-2020,18-04-2020,21-05-2020,18-06-2020,10,2,-1,8,11,8,6 days 00:00:00.000000000,16-07-2020,73.93,83.69,6.6,4.5,5.0,5.5,15.0,4.5,4.5,5.5,14.5,5.5,5.5,5.5,16.5,5.5,4.5,5.0,15.0,5.0,4.875,5.375,15.25,No
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,F,Father,10,10,40,51,No,Bad,Above-7,L,a425f53f-8209-4835-96a0-e8b3f222a3b5,Admission,Jaswinder,AIML,Social Media,Apr-2020,Diploma in IT,DAV College,Kunti,06-01-2020,12-02-2020,15-03-2020,20-04-2020,12-05-2020,19-06-2020,-4,2,5,10,2,9,4 days 00:00:00.000000000,14-07-2020,82.59,87.54,6.3,5.5,4.5,5.5,15.5,5.0,5.0,4.0,14.0,4.5,4.5,4.0,13.0,4.5,5.5,5.5,15.5,4.875,4.875,4.75,14.5,No
M,Egypt,Egypt,lowerlevel,G-02,B,French,S,Mum,7,9,11,10,No,Good,Above-7,L,a48a2378-6040-450b-b50c-45b69a83b9a7,Admission,Jaswinder,Mean Stack,College,Jan-2020,M.Tech-CSE,Goswami Ganesh Dutta Sanatan Dharma College,Hari,19-01-2020,19-02-2020,18-03-2020,23-04-2020,21-05-2020,11-06-2020,9,9,8,13,11,1,8 days 00:00:00.000000000,18-07-2020,66.06,78.08,7.3,4.0,4.0,4.5,12.5,5.5,4.5,4.5,14.5,5.0,5.0,4.5,14.5,5.0,5.5,5.0,15.5,4.875,4.75,4.625,14.25,No
M,Lybia,Lybia,lowerlevel,G-02,A,French,F,Mum,10,8,9,3,No,Good,Above-7,L,a4e5b228-24ff-420d-b1a0-d2f61284c943,Admission,Sandeep,PHP,Walk-in,Apr-2020,B.Tech-ECE,"Chandigarh University, Jhanjeri",Kshitija,10-01-2020,12-02-2020,08-03-2020,19-04-2020,20-05-2020,17-06-2020,0,2,-2,9,10,7,4 days 00:00:00.000000000,14-07-2020,82.1,89.2,5.3,3.5,4.0,4.0,11.5,5.5,4.5,4.5,14.5,5.0,4.5,4.0,13.5,5.0,5.5,5.0,15.5,4.75,4.625,4.375,13.75,No
F,KW,KuwaIT,MiddleSchool,G-06,A,Math,S,Father,87,48,82,96,No,Bad,Above-7,M,a4e63d58-5a35-4f8e-b814-74602ec59a5e,Admission,Vandana,Python,Email,Apr-2020,B.Tech-IT,Rayat & Bahra University,Minakshi,23-01-2020,09-02-2020,24-03-2020,10-04-2020,23-05-2020,11-06-2020,13,-1,14,0,13,1,7 days 00:00:00.000000000,17-07-2020,78.59,82.28,9.6,4.0,3.5,4.5,12.0,4.0,4.0,5.5,13.5,5.5,4.0,5.0,14.5,4.5,5.0,4.5,14.0,4.5,4.125,4.875,13.5,No
F,KW,KuwaIT,lowerlevel,G-04,A,IT,F,Father,42,30,13,70,Yes,Bad,Above-7,M,a7063821-ba28-45c1-8b35-4f50067fb858,Admission,Bhawna Singh,Mean Stack,Social Media,Feb-2020,B.Tech-CSE,Bhaddal group of Institutes,Dipak,11-01-2020,10-02-2020,14-03-2020,25-04-2020,12-05-2020,12-06-2020,1,0,4,15,2,2,4 days 00:00:00.000000000,14-07-2020,89.19,85.79,5.0,3.5,3.5,5.5,12.5,4.0,5.5,5.5,15.0,5.0,5.0,5.0,15.0,4.5,4.5,5.5,14.5,4.25,4.625,5.375,14.25,No
M,KW,KuwaIT,lowerlevel,G-02,A,IT,F,Father,8,25,1,70,No,Bad,Above-7,L,a735fe55-4efa-469c-9fc0-ef59fa1f4045,Admission,Vaishali Thakur,Java,Walk-in,Jun-2020,Diploma in IT,Indo Global Colleges,Lakshman,16-01-2020,11-02-2020,18-03-2020,12-04-2020,12-05-2020,18-06-2020,6,1,8,2,2,8,4 days 00:00:00.000000000,14-07-2020,90.94,83.69,6.1,4.0,3.5,5.0,12.5,5.5,4.5,4.0,14.0,5.5,4.5,4.0,14.0,4.5,5.5,5.0,15.0,4.875,4.5,4.5,13.875,No
F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Mum,87,93,63,60,Yes,Good,Under-7,H,a75744c7-2ce5-4bfd-9f27-15ef330e3c32,Enquiry,,Angular,Phone,Apr-2020,B.Tech-ECE,SVIET,Anandi,05-01-2020,16-02-2020,22-03-2020,17-04-2020,17-05-2020,19-06-2020,-5,6,12,7,7,9,6 days 00:00:00.000000000,16-07-2020,73.45,89.3,8.8,3.5,4.0,4.5,12.0,4.0,4.5,4.0,12.5,4.0,4.5,4.5,13.0,5.0,5.0,4.5,14.5,4.125,4.5,4.375,13.0,No
M,Jordan,Jordan,MiddleSchool,G-07,B,Biology,F,Father,50,79,10,31,No,Bad,Under-7,M,a7718d2f-f279-447a-897b-d3755cd0f2c2,Enquiry,,Digital,Email,Feb-2020,B.Tech-CSE,"Chandigarh University, Gharuan",Nilam,08-01-2020,19-02-2020,13-03-2020,13-04-2020,19-05-2020,16-06-2020,-2,9,3,3,9,6,5 days 00:00:00.000000000,15-07-2020,87.13,74.47,9.8,5.5,5.0,4.5,15.0,4.0,4.5,5.5,14.0,4.5,5.5,4.5,14.5,5.0,5.5,5.0,15.5,4.75,5.125,4.875,14.75,No
M,KW,KuwaIT,MiddleSchool,G-08,A,Science,F,Father,75,85,52,43,Yes,Good,Under-7,M,a7db14e9-ceb5-4ef3-8867-edd9c61eda8f,Enquiry,,Angular,Social Media,May-2020,BCA,National Institute of Technical Teachers Training & Research,Chiranjivi,25-01-2020,15-02-2020,09-03-2020,18-04-2020,11-05-2020,08-06-2020,15,5,-1,8,1,-2,4 days 00:00:00.000000000,14-07-2020,92.64,79.73,6.7,3.5,5.5,4.0,13.0,4.5,4.5,5.0,14.0,4.0,5.0,5.0,14.0,5.5,5.0,5.5,16.0,4.375,5.0,4.875,14.25,No
M,Jordan,Jordan,MiddleSchool,G-08,A,History,F,Mum,69,77,76,75,Yes,Good,Above-7,M,a7e5a2bc-f9d8-4fdc-82b6-2134da48702e,Enquiry,,Android,Phone,Apr-2020,M.Tech-CSE,Rayat & Bahra University,Antrija,16-01-2020,19-02-2020,08-03-2020,11-04-2020,22-05-2020,10-06-2020,6,9,-2,1,12,0,4 days 00:00:00.000000000,14-07-2020,72.11,75.42,6.6,4.5,3.5,5.5,13.5,4.0,4.0,4.0,12.0,4.0,5.5,5.0,14.5,4.5,4.5,5.0,14.0,4.25,4.375,4.875,13.5,No
M,Jordan,Jordan,lowerlevel,G-02,B,French,S,Mum,35,97,41,23,Yes,Good,Under-7,H,a8023ea4-04d6-45de-85fb-33e0fcb6d51b,Admission,Vaishali Thakur,Python,Web Enquiry,Feb-2020,Diploma in ECE,Indo Global Colleges,Leela,18-01-2020,17-02-2020,17-03-2020,22-04-2020,23-05-2020,13-06-2020,8,7,7,12,13,3,8 days 00:00:00.000000000,18-07-2020,73.33,77.77,6.9,5.5,4.0,5.0,14.5,5.0,4.0,5.0,14.0,5.0,5.5,4.5,15.0,5.5,4.5,5.5,15.5,5.25,4.5,5.0,14.75,No
F,Jordan,Jordan,lowerlevel,G-05,A,English,F,Mum,21,10,28,20,No,Good,Above-7,L,a8e21bf5-8b59-4a7a-92dc-4580491e20cb,Admission,Bhawna Singh,Android,Phone,Apr-2020,Diploma in ECE,Indo Global Colleges,Kishor,08-01-2020,18-02-2020,25-03-2020,20-04-2020,14-05-2020,19-06-2020,-2,8,15,10,4,9,7 days 00:00:00.000000000,17-07-2020,87.13,67.95,6.3,4.0,4.0,5.0,13.0,5.0,5.5,4.5,15.0,5.0,4.5,4.5,14.0,5.0,5.0,4.5,14.5,4.75,4.75,4.625,14.125,No
M,KW,KuwaIT,HighSchool,G-09,A,IT,F,Father,20,80,33,33,Yes,Good,Under-7,M,a998f9e4-087c-4a21-9aff-03192a7e480f,Admission,Prasenjit,AIML,Phone,Jan-2020,MCA,Indo Global Colleges,Madhav,17-01-2020,14-02-2020,07-03-2020,28-04-2020,23-05-2020,08-06-2020,7,4,-3,18,13,-2,6 days 00:00:00.000000000,16-07-2020,69.81,88.0,9.1,3.5,5.0,5.5,14.0,4.5,4.5,5.0,14.0,5.0,5.0,5.5,15.5,4.5,4.5,5.5,14.5,4.375,4.75,5.375,14.5,No
F,KW,KuwaIT,HighSchool,G-12,A,English,F,Father,55,90,16,40,No,Bad,Under-7,M,aa6768b0-f764-485b-a355-dda17611b67d,Admission,Bhawna Singh,Python,Social Media,May-2020,Diploma in CSE,"Chandigarh University, Gharuan",Ishvara,21-01-2020,20-02-2020,24-03-2020,13-04-2020,13-05-2020,10-06-2020,11,10,14,3,3,0,7 days 00:00:00.000000000,17-07-2020,89.79,68.46,8.4,3.5,5.5,4.5,13.5,5.0,4.0,4.0,13.0,4.0,4.5,4.5,13.0,4.5,5.5,4.5,14.5,4.25,4.875,4.375,13.5,No
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,S,Father,12,22,59,83,Yes,Bad,Above-7,L,aab3cc2e-5fb2-42e6-83e2-bb15c7b90e20,Admission,Vandana,PHP,Web Enquiry,Feb-2020,Diploma in CSE,"Chandigarh University, Jhanjeri",Chander,17-01-2020,17-02-2020,24-03-2020,23-04-2020,12-05-2020,22-06-2020,7,7,14,13,2,12,9 days 00:00:00.000000000,19-07-2020,67.7,79.28,5.4,3.5,5.5,5.0,14.0,4.0,5.0,5.5,14.5,5.0,5.0,4.5,14.5,5.0,4.5,4.5,14.0,4.375,5.0,4.875,14.25,No
F,KW,KuwaIT,MiddleSchool,G-07,A,IT,F,Father,14,13,3,70,No,Bad,Above-7,L,aab83e8c-25a9-4eee-be8a-347eff5265ed,Admission,Ashita,Android,Walk-in,May-2020,BCA,Chandigarh College of Architecture,Mohinder,07-01-2020,18-02-2020,21-03-2020,18-04-2020,21-05-2020,15-06-2020,-3,8,11,8,11,5,7 days 00:00:00.000000000,17-07-2020,91.91,79.63,6.8,3.5,5.0,4.0,12.5,4.5,5.5,5.0,15.0,5.5,5.0,4.0,14.5,4.5,5.0,5.5,15.0,4.5,5.125,4.625,14.25,No
M,Tunis,Tunis,lowerlevel,G-02,B,French,S,Mum,60,52,23,33,Yes,Bad,Under-7,H,ab142894-201c-47b2-a94c-721ca27482e7,Admission,Bhawna Singh,PHP,College,Jan-2020,B.Tech-ECE,Chandigarh College of Architecture,Ashoka,12-01-2020,17-02-2020,22-03-2020,28-04-2020,16-05-2020,13-06-2020,2,7,12,18,6,3,8 days 00:00:00.000000000,18-07-2020,85.8,77.87,8.2,3.5,4.5,5.5,13.5,4.5,4.5,4.0,13.0,5.5,5.0,5.5,16.0,5.5,5.0,4.5,15.0,4.75,4.75,4.875,14.375,No
M,KW,KuwaIT,MiddleSchool,G-07,A,Math,F,Father,8,15,10,40,Yes,Bad,Under-7,L,ad4160c3-25b7-4200-aad9-402efd40a6bf,Admission,Vaishali Thakur,Java,Web Enquiry,Apr-2020,B.Tech-ECE,Chandigarh College of Architecture,Madhurya,05-01-2020,09-02-2020,18-03-2020,19-04-2020,11-05-2020,14-06-2020,-5,-1,8,9,1,4,3 days 00:00:00.000000000,13-07-2020,75.81,87.54,8.7,3.5,3.5,4.5,11.5,5.5,4.0,4.5,14.0,4.0,5.5,4.0,13.5,5.5,5.5,5.0,16.0,4.625,4.625,4.5,13.75,No
M,KW,KuwaIT,lowerlevel,G-04,A,IT,F,Father,40,50,12,50,No,Bad,Above-7,M,ad74db7b-c630-4a75-bed6-235f0804fedd,Admission,Ashita,Digital,Walk-in,Feb-2020,B.Tech-IT,"Chandigarh University, Gharuan",Brahma,25-01-2020,18-02-2020,12-03-2020,20-04-2020,15-05-2020,12-06-2020,15,8,2,10,5,2,7 days 00:00:00.000000000,17-07-2020,88.46,67.75,5.1,4.0,3.5,4.0,11.5,5.0,4.0,4.5,13.5,4.5,4.0,5.0,13.5,5.0,5.0,5.0,15.0,4.625,4.125,4.625,13.375,No
M,KW,KuwaIT,HighSchool,G-12,A,English,F,Father,39,15,16,50,No,Good,Above-7,L,aef01d1e-f05b-45ec-913e-918a5ac123e5,Enquiry,,AIML,Walk-in,May-2020,Diploma in IT,Chandigarh College of Engineering and Technology,Ganesh,11-01-2020,12-02-2020,09-03-2020,26-04-2020,18-05-2020,15-06-2020,1,2,-1,16,8,5,5 days 00:00:00.000000000,15-07-2020,90.16,77.67,6.7,4.5,5.0,3.5,13.0,5.5,5.5,4.0,15.0,5.0,4.0,5.0,14.0,4.5,4.5,5.0,14.0,4.875,4.75,4.375,14.0,No
M,KW,KuwaIT,MiddleSchool,G-07,B,IT,F,Father,0,2,3,70,Yes,Good,Above-7,L,af7829d6-d0a4-4639-b526-8bcdcf3d9298,Enquiry,,Mean Stack,Phone,Jun-2020,Diploma in IT,Goswami Ganesh Dutta Sanatan Dharma College,Devmani,17-01-2020,10-02-2020,26-03-2020,23-04-2020,20-05-2020,09-06-2020,7,0,16,13,10,-1,8 days 00:00:00.000000000,18-07-2020,73.02,72.66,6.1,3.5,4.5,5.0,13.0,4.0,5.0,4.5,13.5,4.0,5.5,4.5,14.0,5.0,4.5,5.0,14.5,4.125,4.875,4.75,13.75,No
F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Mum,85,99,42,90,Yes,Good,Under-7,H,af96619a-866e-4e85-b585-6c2d842d92a0,Admission,Bhawna Singh,PHP,Email,May-2020,M.Tech-CSE,"Chandigarh University, Jhanjeri",Anand,12-01-2020,10-02-2020,26-03-2020,22-04-2020,11-05-2020,06-06-2020,2,0,16,12,1,-4,4 days 00:00:00.000000000,14-07-2020,93.91,86.24,7.5,4.5,5.0,4.5,14.0,4.5,4.0,5.5,14.0,4.0,4.0,4.5,12.5,5.0,4.5,5.5,15.0,4.5,4.375,5.0,13.875,No
M,Iraq,Iraq,MiddleSchool,G-08,A,History,S,Father,69,77,83,92,Yes,Good,Above-7,M,afdfce63-4a3a-4f1f-b3da-6c449169f4c3,Admission,Sandeep,Digital,College,Jan-2020,Diploma in IT,"Chandigarh University, Gharuan",Minali,12-01-2020,10-02-2020,24-03-2020,10-04-2020,19-05-2020,16-06-2020,2,0,14,0,9,6,5 days 00:00:00.000000000,15-07-2020,81.92,79.08,9.3,4.0,5.0,4.5,13.5,4.5,5.5,5.0,15.0,4.5,5.5,4.0,14.0,4.5,4.5,5.5,14.5,4.375,5.125,4.75,14.25,No
F,Syria,Syria,MiddleSchool,G-07,A,Biology,F,Mum,96,95,70,70,Yes,Good,Under-7,H,b03f5ccb-36fc-42be-b523-9fe7b7301a76,Admission,Ashita,Angular,Web Enquiry,Feb-2020,B.Tech-IT,DAV College,Carma,23-01-2020,17-02-2020,09-03-2020,14-04-2020,15-05-2020,16-06-2020,13,7,-1,4,5,6,6 days 00:00:00.000000000,16-07-2020,66.3,86.39,6.1,4.0,4.0,4.5,12.5,5.0,5.5,5.0,15.5,5.0,4.0,4.0,13.0,5.5,5.0,5.0,15.5,4.875,4.625,4.625,14.125,No
M,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Mum,71,84,67,80,Yes,Good,Under-7,M,b0582f20-8870-4a5b-8567-b1ccc7430fc8,Admission,Ashita,Android,Social Media,Jan-2020,Diploma in ECE,"Chandigarh University, Gharuan",Kaur,07-01-2020,20-02-2020,24-03-2020,22-04-2020,13-05-2020,15-06-2020,-3,10,14,12,3,5,7 days 00:00:00.000000000,17-07-2020,90.04,86.94,7.1,5.0,4.5,5.5,15.0,5.5,4.5,5.5,15.5,4.5,4.5,4.5,13.5,5.5,5.0,4.5,15.0,5.125,4.625,5.0,14.75,No
M,SaudiArabia,SaudiArabia,lowerlevel,G-02,B,IT,F,Father,70,12,40,50,Yes,Good,Under-7,H,b0e575de-90db-4d4d-84c9-392a70e8189b,Admission,Vandana,Android,Phone,May-2020,Diploma in ECE,"Chandigarh University, Gharuan",Jyoti,24-01-2020,14-02-2020,10-03-2020,12-04-2020,23-05-2020,15-06-2020,14,4,0,2,13,5,6 days 00:00:00.000000000,16-07-2020,82.59,89.15,8.4,4.5,4.5,4.0,13.0,4.5,5.5,4.0,14.0,5.5,5.0,5.5,16.0,4.5,5.5,5.5,15.5,4.75,5.125,4.75,14.625,No
F,KW,KuwaIT,lowerlevel,G-04,A,History,S,Mum,21,27,52,34,Yes,Good,Above-7,M,b1c19d40-c20a-4ff9-bee2-396a98b119ce,Enquiry,,Android,College,Apr-2020,Diploma in IT,"Chandigarh University, Jhanjeri",Keshavan,17-01-2020,10-02-2020,11-03-2020,26-04-2020,10-05-2020,10-06-2020,7,0,1,16,0,0,4 days 00:00:00.000000000,14-07-2020,92.94,73.42,6.3,5.5,5.5,5.0,16.0,5.5,4.5,5.0,15.0,5.0,4.5,5.0,14.5,4.5,4.5,4.5,13.5,5.125,4.75,4.875,14.75,No
M,Jordan,Jordan,MiddleSchool,G-08,B,Arabic,S,Father,29,10,12,24,No,Bad,Above-7,L,b3f0ace9-fa3f-4a70-b4aa-ad3dd3b3d667,Enquiry,,PHP,Email,May-2020,Diploma in IT,"Chandigarh University, Gharuan",Kala,14-01-2020,14-02-2020,23-03-2020,10-04-2020,16-05-2020,09-06-2020,4,4,13,0,6,-1,4 days 00:00:00.000000000,14-07-2020,71.93,87.19,9.6,3.5,5.0,5.5,14.0,4.0,4.5,4.5,13.0,4.0,4.0,4.0,12.0,5.0,5.0,5.0,15.0,4.125,4.625,4.75,13.5,No
F,KW,KuwaIT,MiddleSchool,G-08,A,Math,F,Mum,62,70,44,60,No,Bad,Above-7,H,b4811b6f-21db-4007-b960-b42315ef45fa,Admission,Vaishali Thakur,Android,Email,Feb-2020,BCA,"Chandigarh University, Gharuan",Mounoussamy,14-01-2020,18-02-2020,20-03-2020,18-04-2020,16-05-2020,10-06-2020,4,8,10,8,6,0,6 days 00:00:00.000000000,16-07-2020,72.48,76.32,5.4,3.5,4.5,4.0,12.0,4.0,4.5,5.5,14.0,4.0,5.5,4.0,13.5,4.5,5.5,5.0,15.0,4.0,5.0,4.625,13.625,No
F,Jordan,USA,lowerlevel,G-02,B,French,S,Mum,60,82,93,43,No,Bad,Above-7,M,b4cf01dd-2640-4278-a0fb-2f15dc817401,Admission,Ashita,Java,Phone,Apr-2020,M.Tech-IT,Bhaddal group of Institutes,Kalpana,24-01-2020,13-02-2020,17-03-2020,14-04-2020,10-05-2020,11-06-2020,14,3,7,4,0,1,5 days 00:00:00.000000000,15-07-2020,70.72,87.39,9.9,5.5,5.5,4.0,15.0,4.0,4.5,4.5,13.0,4.0,5.0,5.0,14.0,4.5,5.5,4.5,14.5,4.5,5.125,4.5,14.125,No
M,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,4,8,10,60,Yes,Good,Above-7,L,b54b7a63-9ae7-4935-923d-31d0c99760d4,Admission,Prasenjit,Digital,Phone,Jun-2020,Diploma in CSE,Post Graduate Government College,Aparajita,07-01-2020,11-02-2020,24-03-2020,27-04-2020,12-05-2020,07-06-2020,-3,1,14,17,2,-3,5 days 00:00:00.000000000,15-07-2020,71.87,87.04,8.0,4.5,4.0,3.5,12.0,4.5,5.0,4.0,13.5,4.0,5.5,5.5,15.0,4.5,5.5,5.0,15.0,4.375,5.0,4.5,13.875,No
F,lebanon,lebanon,MiddleSchool,G-06,A,English,S,Mum,90,62,80,60,Yes,Good,Under-7,H,b57638d5-f6ef-4a66-a4ee-73a73de0c3c9,Admission,Ashita,Angular,College,Mar-2020,M.Tech-ECE,Chitkara University,Jagannatha,11-01-2020,09-02-2020,23-03-2020,28-04-2020,18-05-2020,18-06-2020,1,-1,13,18,8,8,8 days 00:00:00.000000000,18-07-2020,88.76,70.31,8.0,4.0,5.0,4.5,13.5,4.0,4.0,4.0,12.0,4.0,5.0,5.5,14.5,4.5,5.0,4.5,14.0,4.125,4.75,4.625,13.5,No
M,Palestine,Jordan,MiddleSchool,G-06,A,English,S,Mum,75,71,76,80,Yes,Good,Under-7,M,b6323e69-78db-4d2b-a1cc-63c1504b37db,Admission,Sandeep,Python,Social Media,Apr-2020,Diploma in CSE,Post Graduate Government College for Girls,Dilip,14-01-2020,20-02-2020,16-03-2020,19-04-2020,17-05-2020,06-06-2020,4,10,6,9,7,-4,5 days 00:00:00.000000000,15-07-2020,66.61,67.4,7.3,5.0,4.0,5.5,14.5,5.0,5.5,5.0,15.5,4.0,4.0,4.5,12.5,5.0,4.5,4.5,14.0,4.75,4.5,4.875,14.125,No
F,Jordan,Jordan,MiddleSchool,G-07,B,Science,S,Mum,82,89,58,50,Yes,Good,Under-7,H,b64b355c-5329-4f1f-af6e-3871b34f8e45,Enquiry,,Java,Social Media,Apr-2020,B.Tech-ECE,Chitkara University,Hemachandra,14-01-2020,16-02-2020,08-03-2020,27-04-2020,10-05-2020,11-06-2020,4,6,-2,17,0,1,4 days 00:00:00.000000000,14-07-2020,79.8,72.71,8.2,4.0,4.0,3.5,11.5,5.0,4.5,4.5,14.0,5.0,5.5,5.5,16.0,5.0,4.5,5.0,14.5,4.75,4.625,4.625,14.0,No
